C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_55_407.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_55_407.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_55_407.jpg, 0, 0, 0, 8.306692E-05
C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_55_513.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_55_513.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_55_513.jpg, 0, 0, 0, 8.273762E-05
C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_55_615.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_55_615.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_55_615.jpg, 0, 0, 0, 8.262835E-05
C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_55_718.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_55_718.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_55_718.jpg, 0, 0, 0, 8.241346E-05
C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_55_819.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_55_819.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_55_819.jpg, 0, 0, 0, 8.29019E-05
C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_55_920.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_55_920.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_55_920.jpg, 0, 0, 0, 8.278035E-05
C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_56_020.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_56_020.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_56_020.jpg, 0, 0, 0, 8.282189E-05
C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_56_124.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_56_124.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_56_124.jpg, 0, 0, 0, 8.262909E-05
C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_56_229.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_56_229.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_56_229.jpg, 0, 0, 0, 8.260574E-05
C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\center_2020_06_01_20_50_56_335.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\left_2020_06_01_20_50_56_335.jpg, C:\Users\hunul\Desktop\Autonomous driving related\Udacity sim data\IMG\right_2020_06_01_20_50_56_335.jpg, 0, 0, 0, 8.407272E-05
